TRK_VERSION,0.5
Images,ExpID2976_P3_TL01.png,,ExpID2976_P3_TL02.png,,ExpID2976_P3_TL03.png,,ExpID2976_P3_TL04.png,,ExpID2976_P3_TL05.png,,ExpID2976_P3_TL06_grey_adj.png,,ExpID2976_P3_TL07_grey_adj.png,
Point 397,,,,,0.00013398,0.00022442,0.00022988,0.00037534,0.00028392,0.00046606,0.00032732,0.00054096,0.0003724,0.00062636
Point 398,,,,,0.00012684,0.00022316,0.00021854,0.00037268,0.00027216,0.00046382,0.00031178,0.00053452,0.00035574,0.00061432
Point 399,,,,,0.00012516,0.00022036,0.00021532,0.00036652,0.00026796,0.00045486,0.0003073,0.00052192,0.00035014,0.00059444
Point 400,,,,,,,0.00023422,0.00035336,0.00028994,0.00043596,0.00033726,0.00049672,0.00038598,0.00056476
Point 401,,,,,,,0.00022568,0.00035462,0.00028126,0.00043736,0.0003248,0.00049686,0.000371,0.00056378
Point 402,,,,,0.00011676,0.00021686,0.00020272,0.00035784,0.00025186,0.00044296,0.0002828,0.00050302,0.00031892,0.00056658
Point 403,,,,,0.00011858,0.00022344,0.00020664,0.00036862,0.00025676,0.0004592,0.00028966,0.0005264,0.00032774,0.0005992
Point 404,,,,,0.00012096,0.00022148,0.00021014,0.00036736,0.00026096,0.0004571,0.00029652,0.00052262,0.0003346,0.00059542
Point 405,,,,,,,0.00021686,0.00035224,0.0002695,0.00043442,0.00030982,0.0004914,0.00035294,0.00055552
Point 406,,,,,,,0.00021014,0.0003521,0.00026082,0.0004347,0.00029708,0.00048972,0.00033656,0.00055104
Point 407,,,,,,,0.00020958,0.00035518,0.0002604,0.00043932,0.0002961,0.00049574,0.00033446,0.0005593
Point 408,,,,,,,0.00020384,0.00035448,0.00025326,0.00043806,0.00028364,0.00049448,0.00031948,0.00055384
Point 409,,,,,,,,,0.00026082,0.00042476,0.00029498,0.000476,0.00033306,0.00053312
Point 410,,,,,,,,,0.0002667,0.00041678,0.00030646,0.00046746,0.00034986,0.00052206
Point 411,,,,,,,,,0.0002611,0.00044478,0.00029582,0.00050582,0.00033362,0.0005719
Point 412,,,,,,,,,0.00026852,0.0004445,0.00030898,0.00050736,0.00035126,0.00057568
Point 413,,,,,,,,,0.00026964,0.00044604,0.00030982,0.00051002,0.0003521,0.00057834
Point 414,,,,,,,,,0.00028028,0.0004445,0.0003234,0.00050834,0.00036876,0.00057918
Point 415,,,,,,,,,0.0002905,0.0004221,0.00033838,0.00047782,0.00038738,0.00053886
Point 416,,,,,,,,,0.00027944,0.00042742,0.00032494,0.00048426,0.00037114,0.00054642
Point 417,,,,,,,,,0.00028084,0.00044996,0.00032396,0.00051604,0.00036988,0.00059136
Point 418,,,,,,,,,0.00028924,0.0004487,0.00033558,0.00051604,0.0003829,0.00059192
Point 419,,,,,,,,,,,0.00028336,0.00050974,0.00032116,0.00057582
Point 420,,,,,,,,,,,0.00029526,0.00051058,0.00033306,0.00057778
Point 421,,,,,0.0001337,0.00023996,0.00022834,0.00040348,0.00028308,0.0005075,0.00032564,0.00059878,0.00036848,0.0007077
Point 422,,,,,0.00012684,0.00024024,0.00021798,0.00040446,0.00027146,0.00050862,0.00031164,0.00059962,0.00035448,0.00070854
Point 423,,,,,0.00012502,0.00023226,0.00021546,0.00038948,0.00026768,0.00048804,0.00030576,0.00056854,0.0003472,0.00066234
Point 424,,,,,0.00013454,0.00024472,0.000231,0.00041062,0.00028602,0.00051856,0.00032816,0.00061474,0.00037016,0.0007315
Point 425,,,,,0.0001414,0.00024528,0.00024094,0.0004109,0.0002975,0.00051996,0.00034062,0.00061866,0.0003843,0.00073766
Point 426,,,,,,,0.000217,0.00038542,0.00027118,0.00048188,0.0003108,0.00056182,0.00035504,0.00065282
Point 427,,,,,,,0.00022792,0.0003871,0.00028336,0.00048398,0.00032564,0.00056644,0.00037044,0.00066192
Point 428,,,,,,,0.00022848,0.00039298,0.00028364,0.0004921,0.00032774,0.00057708,0.0003717,0.0006776
Point 429,,,,,,,0.00024192,0.00039186,0.00029708,0.00049098,0.00034286,0.00057638,0.0003899,0.00067494
Point 430,,,,,,,,,0.00028322,0.00047208,0.00032606,0.00054838,0.0003703,0.00063602
Point 431,,,,,,,,,0.0002709,0.00047488,0.00031136,0.0005509,0.0003542,0.00063686
Point 432,,,,,,,,,0.0002779,0.00048384,0.00031906,0.00056728,0.00036218,0.00066276
Point 433,,,,,,,,,0.0002695,0.00050008,0.00030926,0.0005859,0.0003535,0.00068698
Point 434,,,,,0.00016786,0.00023996,0.00027972,0.00040082,0.0003409,0.00050554,0.00038626,0.0005985,0.00043834,0.00070798
Point 435,,,,,0.00016226,0.00023002,0.00026936,0.0003878,0.00032816,0.00048636,0.00037548,0.00057134,0.00042812,0.00066934
Point 436,,,,,,,,,0.00031682,0.00051324,0.00036134,0.0006083,0.00040922,0.0007217
Point 437,,,,,,,,,0.00032816,0.0005096,0.00037338,0.00060424,0.00042126,0.00071764
Point 438,,,,,,,,,0.00032984,0.00051618,0.00037478,0.00061502,0.00042462,0.00073234
Point 439,,,,,,,,,0.00034062,0.00051506,0.00038528,0.0006139,0.00043568,0.00073038
Point 440,,,,,0.0001764,0.00023842,0.00028756,0.0003969,0.00035028,0.00049952,0.00039564,0.00059164,0.00044996,0.00069608
Point 441,,,,,,,0.00028714,0.0003885,0.00034874,0.00048566,0.00039522,0.00057078,0.0004515,0.00066794
Point 442,,,,,,,0.00027748,0.00039116,0.00033782,0.00049098,0.00038374,0.00057666,0.00043946,0.00067494
Point 443,,,,,0.0002156,0.00011158,0.00034272,0.00018046,0.00042952,0.0001988,0.00050484,0.0001596,0.00058576,0.00012768
Point 444,,,,,0.00021154,0.00011354,0.000336,0.00018354,0.00042056,0.00020272,0.00049588,0.0001645,0.00057512,0.00013566
Point 445,,,,,0.00021126,0.00011816,0.00033698,0.0001911,0.00042182,0.00021378,0.00049924,0.00017752,0.00058016,0.0001512
Point 446,,,,,0.00020174,0.00011396,0.00032396,0.00018438,0.00040348,0.000203,0.0004767,0.00016674,0.00055174,0.00014014
Point 447,,,,,0.00020328,0.00012362,0.00032592,0.0002002,0.00040544,0.0002254,0.0004816,0.00019404,0.00056,0.00017444
Point 448,,,,,0.00021238,0.00012838,0.00034104,0.0002065,0.00042462,0.0002338,0.00050232,0.00020622,0.00058744,0.00018522
Point 449,,,,,0.00021462,0.0001316,0.00034566,0.00021154,0.00043064,0.00024052,0.00051002,0.00021616,0.00059794,0.00019684
Point 450,,,,,0.0002156,0.0001407,0.00034706,0.00022568,0.00043288,0.00025928,0.00051366,0.00024052,0.00060326,0.0002261
Point 451,,,,,0.00021406,0.0001498,0.0003458,0.00024094,0.0004298,0.00028014,0.00050932,0.00027062,0.0006006,0.00026306
Point 452,,,,,0.00020958,0.0001533,0.00033768,0.00024752,0.0004186,0.00028924,0.00049714,0.00028308,0.00058506,0.00028
Point 453,,,,,0.00020566,0.00015232,0.00033138,0.00024752,0.00040992,0.00028952,0.00048412,0.00028364,0.00056812,0.00028224
Point 454,,,,,0.00020412,0.00013594,0.000329,0.00022008,0.00040852,0.000252,0.00048496,0.00023198,0.00056532,0.0002191
Point 455,,,,,,,0.00034496,0.00021714,0.00042994,0.00024822,0.00050918,0.00022568,0.00059682,0.00020804
Point 456,,,,,,,0.00033026,0.00023996,0.0004102,0.00027888,0.00048594,0.00026698,0.00056826,0.0002653
Point 457,,,,,,,0.00034762,0.00023576,0.00043218,0.00027356,0.0005131,0.00025984,0.00060438,0.00024948
Point 458,,,,,,,,,0.0004158,0.00025214,0.00049294,0.0002317,0.00057526,0.00021826
Point 459,,,,,,,,,0.0004186,0.00026138,0.000497,0.00024262,0.00058072,0.00023086
Point 460,,,,,,,,,0.00040768,0.00028686,0.0004795,0.00027888,0.00056126,0.00027692
Point 461,,,,,,,,,0.00039466,0.00028532,0.00046466,0.00028098,0.00054222,0.00028098
Point 462,,,,,,,,,0.00038724,0.0002954,0.00045696,0.00029554,0.00053424,0.00030198
Point 463,,,,,,,0.00031752,0.00026572,0.000392,0.0003122,0.00046046,0.00031738,0.0005397,0.00032634
Point 464,,,,,0.00019376,0.00017654,0.00031262,0.00028994,0.00038528,0.00034622,0.00045038,0.0003682,0.00052542,0.000392
Point 465,,,,,0.00020118,0.00017738,0.00032326,0.0002898,0.00039956,0.00034692,0.00046774,0.00036946,0.00054782,0.00039074
Point 466,,,,,0.00020286,0.00017402,0.00032634,0.00028364,0.00040418,0.00033754,0.00047558,0.00035476,0.00055734,0.00037156
Point 467,,,,,0.00019012,0.00018648,0.00030772,0.00030912,0.000378,0.0003738,0.00044044,0.00040936,0.00051352,0.00044548
Point 468,,,,,0.00019026,0.00017038,0.0003087,0.00027972,0.00037996,0.00033292,0.00044688,0.0003486,0.0005208,0.00036708
Point 469,,,,,,,0.0003017,0.00029302,0.00037016,0.00035126,0.00043204,0.00037674,0.00050288,0.0004053
Point 470,,,,,,,0.00031108,0.00029792,0.00038304,0.0003584,0.00044758,0.00038584,0.00052122,0.0004144
Point 471,,,,,,,0.00031192,0.00028378,0.00038444,0.00033796,0.0004508,0.00035588,0.0005264,0.00037632
Point 472,,,,,,,0.0003234,0.00027846,0.00039956,0.00032998,0.0004697,0.00034314,0.00054978,0.00035798
Point 473,,,,,,,0.00030674,0.00029736,0.0003759,0.00035798,0.00043876,0.00038598,0.000511,0.00041622
Point 474,,,,,,,0.00030394,0.00030856,0.00037282,0.00037296,0.00043386,0.00040838,0.0005047,0.0004431
Point 475,,,,,,,,,0.000385,0.00032438,0.00045164,0.00033628,0.00052668,0.00035056
Point 476,,,,,,,,,0.00039452,0.00033054,0.00046242,0.00034398,0.00053998,0.00035854
Point 477,,,,,,,,,0.00037212,0.00034664,0.00043512,0.00036974,0.00050512,0.00039494
Point 478,,,,,,,,,0.00038374,0.00034846,0.00044842,0.00037156,0.00052318,0.00039676
Point 479,,,,,0.0001799,0.00020706,0.00029204,0.0003451,0.00035616,0.0004228,0.00040824,0.00048132,0.00047208,0.0005334
Point 480,,,,,0.00018634,0.00020552,0.000301,0.00034146,0.00036876,0.0004158,0.0004228,0.00046928,0.00049168,0.00052192
Point 481,,,,,0.00019166,0.00018928,0.0003094,0.0003143,0.00038024,0.0003808,0.00044198,0.00041804,0.0005145,0.00045584
Point 482,,,,,0.00019404,0.00019166,0.0003129,0.00031668,0.00038598,0.00038486,0.00044884,0.00042406,0.00052192,0.00046326
Point 483,,,,,0.00019992,0.00018802,0.00032256,0.00030842,0.00039858,0.00037226,0.00046466,0.00040544,0.00054222,0.00043652
Point 484,,,,,0.00019348,0.0002002,0.00031136,0.00033194,0.0003829,0.0004039,0.00044296,0.00045584,0.00051352,0.00050302
Point 485,,,,,0.00019124,0.00020594,0.00030744,0.00034146,0.00037744,0.00041594,0.000434,0.00047236,0.00050428,0.00052304
Point 486,,,,,0.00019124,0.00021322,0.00030814,0.00035308,0.00037828,0.00043372,0.0004326,0.00049602,0.00050204,0.00055286
Point 487,,,,,0.00018774,0.00022148,0.00030268,0.00036778,0.00037184,0.00045332,0.00042224,0.00052556,0.00048944,0.00059724
Point 488,,,,,0.00018298,0.00022064,0.00029638,0.00036876,0.00036358,0.00045766,0.00041286,0.00053074,0.0004767,0.0006083
Point 489,,,,,,,0.00029764,0.0003451,0.000364,0.00042168,0.00041776,0.00048076,0.00048272,0.00053704
Point 490,,,,,,,0.0003045,0.00035756,0.00037338,0.00043932,0.00042602,0.00050554,0.00049462,0.0005677
Point 491,,,,,0.00018158,0.0001981,0.00029512,0.00032956,0.00036148,0.00039886,0.00041762,0.0004459,0.00048594,0.00049154
Point 492,,,,,,,0.0003024,0.0003304,0.00037002,0.00039942,0.00042728,0.00044716,0.00049588,0.00049252
Point 493,,,,,,,0.00030408,0.00032564,0.00037268,0.00039536,0.00043078,0.00044114,0.00049994,0.00048538
Point 494,,,,,,,0.00031136,0.00032732,0.00038248,0.00039788,0.00044268,0.00044548,0.00051464,0.00049028
Point 495,,,,,,,0.00031136,0.00030086,0.00038374,0.0003612,0.00044828,0.00039032,0.00052276,0.0004214
Point 496,,,,,,,0.00032242,0.00030016,0.0003983,0.00036064,0.00046536,0.00038934,0.00054292,0.00041818
Point 497,,,,,,,,,0.00038458,0.00035322,0.0004501,0.00037898,0.00052458,0.00040586
Point 498,,,,,,,,,0.00039914,0.00035154,0.0004669,0.00037604,0.00054586,0.00040012
Point 499,,,,,,,,,0.00038206,0.00036862,0.00044632,0.00039984,0.00052192,0.00043344
Point 500,,,,,,,,,0.00039186,0.00037492,0.00045612,0.0004102,0.00053172,0.0004438
Point 501,,,,,,,,,0.0003633,0.00038402,0.00042098,0.00042322,0.00048986,0.0004655
Point 502,,,,,,,,,0.00037408,0.00038892,0.00043386,0.00043162,0.00050442,0.00047334
Point 503,,,,,,,,,0.00035868,0.00040726,0.0004137,0.00045906,0.00048062,0.00051114
Point 504,,,,,,,,,0.0003682,0.00041048,0.00042224,0.00046242,0.00049168,0.00051226
Point 505,,,,,,,,,0.00036596,0.00042854,0.00041748,0.0004907,0.00048272,0.0005495
Point 506,,,,,,,,,0.00037856,0.00042616,0.0004326,0.0004865,0.00050288,0.00054138
Point 507,,,,,,,,,0.0003675,0.00043414,0.00041888,0.00049924,0.0004844,0.00055832
Point 508,,,,,,,,,0.00035672,0.00044576,0.0004074,0.00051324,0.0004718,0.00058212
Point 509,,,,,,,,,,,0.00039592,0.00048986,0.00045696,0.00055314
Point 510,,,,,,,,,,,0.000399,0.00051128,0.00046088,0.000581
Point 511,,,,,,,,,,,0.00039564,0.00052962,0.00045584,0.00060998
Point 512,,,,,,,,,,,0.0004039,0.00053368,0.00046438,0.00061488
Point 513,,,,,0.00021924,0.0001204,0.0003521,0.00019166,0.00044226,0.00021378,0.00052164,0.00017654,0.0006104,0.00014602
Point 514,,,,,0.0002191,0.00012502,0.00035294,0.00020062,0.00044268,0.00022652,0.00052094,0.00019628,0.00061166,0.00016968
Point 515,,,,,,,0.00034958,0.00018914,0.00043946,0.00021042,0.00051744,0.00017374,0.00060452,0.00014322
Point 516,,,,,,,0.00034034,0.00019628,0.00042616,0.0002198,0.00050386,0.0001876,0.00058814,0.0001638
Point 517,,,,,,,,,0.00042434,0.00022288,0.00050288,0.00019152,0.00058688,0.000168
Point 518,,,,,,,0.0003486,0.00020188,0.00043554,0.0002261,0.00051324,0.00019474,0.00060116,0.00017178
Point 519,,,,,,,0.0001687,0.00029568,0.00020286,0.00035672,0.0002121,0.00036274,0.00022442,0.00036358
Point 520,,,,,,,0.0001722,0.00029078,0.00020664,0.00035084,0.00021588,0.00035686,0.0002324,0.0003549
Point 521,,,,,,,0.00017752,0.00029722,0.00021434,0.00035966,0.00022358,0.00036568,0.00024458,0.00037436
Point 522,,,,,,,0.00018032,0.00029484,0.00021812,0.00035672,0.00022764,0.00036274,0.00024892,0.00037058
Point 523,,,,,,,0.00018172,0.0002856,0.00021966,0.00034272,0.00023562,0.00034608,0.00025466,0.0003528
Point 524,,,,,,,0.00017794,0.00030184,0.00021532,0.00036582,0.00022288,0.00037422,0.000245,0.00038654
Point 525,,,,,,,0.00018102,0.0003059,0.0002184,0.00036988,0.0002275,0.00038262,0.00025186,0.00040138
Point 526,,,,,,,0.00018284,0.00031486,0.00022134,0.00038164,0.00022904,0.0004004,0.00025312,0.0004228
Point 527,,,,,,,0.00018662,0.00031584,0.00022512,0.00038374,0.00023632,0.00040614,0.00026124,0.00043498
Point 528,,,,,,,0.00018886,0.00030352,0.00022988,0.00036638,0.00024402,0.0003801,0.00026838,0.00039914
Point 529,,,,,,,,,0.00022372,0.00036876,0.00023492,0.00038262,0.00025928,0.00040138
Point 530,,,,,,,,,0.00022736,0.00038262,0.00024066,0.0004046,0.00026726,0.0004326
Point 531,,,,,,,0.00016982,0.00030156,0.00020412,0.00036526,0.00020944,0.00036946,0.00022568,0.00037114
Point 532,,,,,,,0.00017206,0.00030632,0.00020678,0.00037184,0.00021294,0.00038136,0.00023058,0.00039032
Point 533,,,,,,,0.000168,0.00031178,0.00020286,0.00038122,0.00020566,0.00038612,0.000224,0.00039438
Point 534,,,,,,,0.00017318,0.00030702,0.0002086,0.00037226,0.00021476,0.00038178,0.00023408,0.00039326
Point 535,,,,,,,0.00016926,0.0003213,0.00020468,0.00039326,0.00019992,0.00041356,0.00021644,0.00043288
Point 536,,,,,,,0.000175,0.000315,0.00021098,0.000385,0.00021406,0.00039984,0.00023674,0.000413
Point 537,,,,,,,0.00017878,0.00031794,0.00021644,0.00038808,0.00021994,0.00040796,0.00024094,0.00042812
Point 538,,,,,,,0.00017892,0.0003234,0.00021742,0.00039774,0.00022274,0.00042518,0.00024346,0.00045262
Point 539,,,,,,,0.00017514,0.00033138,0.00021322,0.00040894,0.00021462,0.0004417,0.0002345,0.00047138
Point 540,,,,,,,0.00017094,0.000329,0.00020692,0.00040418,0.00020398,0.00043204,0.00022218,0.00045808
Point 541,,,,,,,,,0.00020818,0.0003927,0.00020902,0.00041384,0.0002275,0.00043372
Point 542,,,,,,,,,0.00021378,0.000399,0.00021616,0.00042812,0.00023688,0.00045556
Point 543,,,,,,,,,0.00020286,0.00038332,0.00020384,0.0003948,0.00022204,0.00040572
Point 544,,,,,,,,,0.00020916,0.0003864,0.0002107,0.00040194,0.00022834,0.00041706
Point 545,,,,,,,0.00018466,0.00033068,0.0002254,0.00040726,0.00023618,0.0004452,0.00026194,0.000483
Point 546,,,,,,,0.00018634,0.00032984,0.00022722,0.00040614,0.00024066,0.0004417,0.00026782,0.00047894
Point 547,,,,,,,0.00018746,0.00032732,0.00022848,0.00040124,0.00024234,0.0004368,0.00026978,0.00047236
Point 548,,,,,,,0.00017696,0.0003367,0.00021574,0.00041594,0.0002177,0.00045234,0.0002373,0.0004879
Point 549,,,,,,,0.00018284,0.00033698,0.00022288,0.00041608,0.0002324,0.00045612,0.00025676,0.00049756
Point 550,,,,,,,0.00018508,0.00033432,0.00022568,0.00041202,0.00023814,0.0004515,0.00026222,0.0004921
Point 551,,,,,,,,,0.00022526,0.00039312,0.00023786,0.0004228,0.00026362,0.00045276
Point 552,,,,,,,,,0.000217,0.00039284,0.00022232,0.00041734,0.00024388,0.00044282
Point 553,,,,,,,,,,,0.00021672,0.00043862,0.00023688,0.00046942
Point 554,,,,,,,,,,,0.00023072,0.0004396,0.00025564,0.0004746
Point 555,,,,,,,0.00019236,0.00033432,0.00023548,0.00041202,0.00025522,0.00045458,0.00028434,0.0004991
Point 556,,,,,,,0.00019236,0.00034342,0.0002373,0.00042546,0.00025732,0.00047264,0.00028728,0.00052248
Point 557,,,,,,,0.00019012,0.0003437,0.00023408,0.00042658,0.00025116,0.00047418,0.00027972,0.00052486
Point 558,,,,,,,0.00018956,0.00034594,0.00023296,0.00043036,0.0002499,0.0004809,0.00027902,0.00053382
Point 559,,,,,,,0.00018368,0.00034342,0.00022484,0.00042476,0.00023352,0.0004676,0.0002576,0.00051184
Point 560,,,,,,,0.0001946,0.00034706,0.0002415,0.00042994,0.00026432,0.00048202,0.00029512,0.00053802
Point 561,,,,,,,0.0002016,0.0003381,0.00024808,0.00041608,0.00027552,0.000462,0.00030968,0.00051156
Point 562,,,,,,,,,0.000231,0.00042224,0.00024458,0.00046662,0.00027076,0.00051184
Point 563,,,,,,,,,0.00022792,0.00042672,0.00023856,0.0004718,0.0002632,0.0005187
Point 564,,,,,,,,,0.00023758,0.0004179,0.00025802,0.00046214,0.00028798,0.00050918
Point 565,,,,,,,,,0.00024542,0.00041832,0.0002709,0.0004662,0.00030506,0.00051576
Point 566,,,,,,,0.00019572,0.0003549,0.00024318,0.00044072,0.00026572,0.00049532,0.00029792,0.00055412
Point 567,,,,,,,0.00019712,0.00035882,0.00024486,0.00044548,0.00026852,0.0005047,0.00030212,0.00056798
Point 568,,,,,,,0.0001967,0.00036652,0.00024514,0.0004585,0.00027076,0.0005201,0.00030632,0.0005873
Point 569,,,,,,,0.00019488,0.00036638,0.00024332,0.00045836,0.00026432,0.0005208,0.00029792,0.00058772
Point 570,,,,,,,0.0001904,0.00036344,0.0002373,0.000455,0.00025466,0.00051478,0.0002877,0.0005789
Point 571,,,,,,,0.00018942,0.00035784,0.0002345,0.00044674,0.00024948,0.00050246,0.00028084,0.00056098
Point 572,,,,,,,0.00018844,0.0003535,0.00023296,0.00044044,0.00024542,0.00049336,0.00027454,0.00054964
Point 573,,,,,,,0.00018564,0.00035294,0.00022778,0.00043848,0.00023772,0.00048846,0.00026292,0.00054138
Point 574,,,,,,,0.00018256,0.0003472,0.00022274,0.0004312,0.00022974,0.00047796,0.00025354,0.00052444
Point 575,,,,,,,0.00018158,0.00034706,0.00022078,0.0004312,0.00022568,0.0004753,0.00024724,0.00052094
Point 576,,,,,,,,,0.00025116,0.00043176,0.00028028,0.0004844,0.00031528,0.00054152
Point 577,,,,,,,,,0.0002429,0.00043582,0.000266,0.00049,0.00029736,0.00054684
Point 578,,,,,,,0.00020538,0.00037352,0.00025676,0.0004662,0.0002898,0.00053592,0.000329,0.00061348
Point 579,,,,,,,0.00020636,0.0003766,0.00025802,0.00047054,0.00029022,0.00054278,0.00033194,0.0006223
Point 580,,,,,,,0.00020706,0.0003843,0.000259,0.00048118,0.00029274,0.0005572,0.00033362,0.0006412
Point 581,,,,,,,0.00019852,0.00037436,0.0002485,0.00046942,0.0002744,0.00053802,0.00031192,0.00061306
Point 582,,,,,,,0.00020062,0.0003857,0.00025214,0.00048636,0.00027874,0.00056196,0.00031766,0.00064372
Point 583,,,,,,,0.00020482,0.00038864,0.00025704,0.00048888,0.00028882,0.0005691,0.0003297,0.00065674
Point 584,,,,,,,0.00021518,0.00039732,0.0002681,0.00049924,0.00030702,0.00058394,0.00034874,0.00068334
Point 585,,,,,,,0.00020706,0.00040138,0.00025998,0.00050778,0.00029442,0.00059654,0.00033642,0.00070294
Point 586,,,,,,,0.00021686,0.00037772,0.0002702,0.00047124,0.00030996,0.00054642,0.00035224,0.00062958
Point 587,,,,,,,0.00020804,0.00040866,0.0002604,0.00051828,0.000294,0.00061432,0.00033404,0.00072912
Point 588,,,,,,,0.00021196,0.00041286,0.00026362,0.00052276,0.00029932,0.00062076,0.00033796,0.00073612
Point 589,,,,,,,0.00021644,0.00041118,0.00026964,0.0005201,0.00030856,0.000616,0.00034944,0.0007322
Point 590,,,,,,,,,0.00025032,0.00047824,0.00027664,0.0005516,0.00031584,0.00063168
Point 591,,,,,,,,,0.00025718,0.00047614,0.00028994,0.00055034,0.00033026,0.00063154
Point 592,,,,,,,,,,,0.00024122,0.00047656,0.0002681,0.00052472
Point 593,,,,,,,,,,,0.00023422,0.00048454,0.00025942,0.00053438
Point 594,,,,,,,0.0002912,0.00040278,0.00035616,0.00050778,0.00040054,0.00060494,0.00045556,0.00071372
Point 595,,,,,,,0.00029078,0.00041132,0.0003556,0.0005208,0.00039872,0.00062538,0.00045178,0.0007448
Point 596,,,,,,,0.00027986,0.00041048,0.00034216,0.0005201,0.00038682,0.00062314,0.00043876,0.00074228
Point 597,,,,,,,0.00029792,0.0003815,0.00036554,0.00047684,0.00041356,0.0005607,0.0004746,0.0006496
Point 598,,,,,,,0.00030338,0.00038038,0.00037268,0.00047502,0.00042084,0.00055902,0.0004837,0.00064666
Point 599,,,,,,,0.00030492,0.00038542,0.00037506,0.00048202,0.00042308,0.00057148,0.00048468,0.00066234
Point 600,,,,,,,0.00030226,0.00039984,0.00037156,0.0005033,0.00041678,0.00060004,0.00047376,0.00070364
Point 601,,,,,,,0.0002975,0.00039816,0.0003661,0.00050162,0.00041076,0.00059836,0.0004676,0.0007014
Point 602,,,,,,,0.00030478,0.00041202,0.0003752,0.00052206,0.00041818,0.00063042,0.00047278,0.00074746
Point 603,,,,,,,,,0.0003654,0.00046466,0.00041454,0.00054292,0.00047712,0.0006251
Point 604,,,,,,,,,0.00037296,0.00046522,0.0004221,0.00054348,0.00048622,0.00062412
Point 605,,,,,,,,,0.00036596,0.00049028,0.000413,0.00058268,0.00047138,0.00067956
Point 606,,,,,,,,,0.0003738,0.00049168,0.00041944,0.00058716,0.00047894,0.00068628
Point 607,,,,,,,,,0.00035658,0.00051506,0.00040068,0.00061824,0.00045556,0.0007329
Point 608,,,,,,,,,0.00037212,0.00051408,0.00041496,0.00061922,0.0004704,0.00073374
Point 609,,,,,,,0.00034916,0.00021014,0.00043764,0.0002394,0.00051688,0.00021182,0.00060718,0.0001911
Point 610,,,,,,,0.00035994,0.00021686,0.00045136,0.00024906,0.0005313,0.00022596,0.00062608,0.00020566
Point 611,,,,,,,0.00036022,0.00021266,0.00045164,0.00024486,0.000532,0.00022008,0.00062706,0.00019852
Point 612,,,,,,,0.00035938,0.00022526,0.00044954,0.00026026,0.0005299,0.00024178,0.0006244,0.00022638
Point 613,,,,,,,0.0003626,0.00023688,0.00045444,0.00027468,0.0005369,0.00026082,0.0006356,0.00024584
Point 614,,,,,,,0.00035756,0.00023884,0.0004466,0.00027762,0.00052794,0.00026502,0.000623,0.00025284
Point 615,,,,,,,0.0003479,0.0002268,0.00043456,0.0002611,0.00051534,0.0002422,0.00060676,0.00022708
Point 616,,,,,,,0.0003493,0.00025032,0.00043624,0.00029204,0.00051464,0.00028672,0.0006076,0.00028224
Point 617,,,,,,,0.00035154,0.00025298,0.00043918,0.00029526,0.00051898,0.00029106,0.0006146,0.0002849
Point 618,,,,,,,0.00035686,0.00024724,0.00044646,0.00028644,0.00052668,0.0002779,0.0006237,0.00027034
Point 619,,,,,,,0.00035952,0.00025088,0.0004508,0.00029358,0.00053186,0.00028756,0.0006307,0.0002793
Point 620,,,,,,,0.00036064,0.00025116,0.00045192,0.00029386,0.00053396,0.00028812,0.0006335,0.00028098
Point 621,,,,,,,0.00036344,0.00024864,0.00045598,0.00029078,0.0005376,0.00028154,0.00063854,0.00027202
Point 622,,,,,,,0.00036442,0.0002422,0.00045738,0.0002814,0.00053984,0.00026754,0.00063952,0.00025592
Point 623,,,,,,,0.00036456,0.00021182,0.00045822,0.00024374,0.00053858,0.00021896,0.00063364,0.0001974
Point 624,,,,,,,0.00036932,0.00022778,0.0004648,0.00026404,0.00054824,0.00024808,0.0006475,0.00022722
Point 625,,,,,,,0.00036932,0.00024332,0.00046508,0.00028504,0.00054754,0.00027552,0.000651,0.0002618
Point 626,,,,,,,,,0.0004613,0.0002611,0.0005432,0.0002436,0.00064148,0.00022442
Point 627,,,,,,,,,0.00045402,0.00026978,0.00053578,0.00025396,0.00063448,0.00023898
Point 628,,,,,,,0.00033838,0.0002527,0.00042056,0.00029638,0.00049756,0.00029442,0.00058478,0.0002947
Point 629,,,,,,,0.00033866,0.00026166,0.00042168,0.0003073,0.00049756,0.00030982,0.00058604,0.00031318
Point 630,,,,,,,0.00033726,0.00026628,0.00041958,0.00031346,0.00049504,0.0003199,0.00058408,0.00032592
Point 631,,,,,,,0.0003262,0.0002632,0.0004039,0.00031052,0.0004781,0.0003157,0.00055874,0.0003234
Point 632,,,,,,,0.00033782,0.00026964,0.00042056,0.00031808,0.0004949,0.00032662,0.00058296,0.00033348
Point 633,,,,,,,0.00033684,0.00027258,0.00041818,0.00032256,0.00049266,0.00033376,0.00058016,0.00034286
Point 634,,,,,,,0.00032508,0.00027314,0.00040306,0.00032326,0.00047502,0.00033446,0.0005558,0.00034594
Point 635,,,,,,,0.00033698,0.00027762,0.00041888,0.0003304,0.00049364,0.00034328,0.00058114,0.00035588
Point 636,,,,,,,0.00033026,0.00028336,0.00041006,0.00033768,0.00048314,0.00035504,0.00056756,0.0003717
Point 637,,,,,,,0.00035,0.00025928,0.00043778,0.00030338,0.00051576,0.00030324,0.0006104,0.00030226
Point 638,,,,,,,0.00035154,0.00026376,0.00043904,0.00031052,0.00051786,0.00031248,0.0006139,0.00031178
