"Cell","Time","Daughter cell 1","Daughter cell 2","Division point 1","Division point 2","TimeHours1","TimeHours2","Lineage","DirectMother","OldestAncestor","TimeHours1_Birth","TimeHours2_Birth","Area_At_Division","Area_Daughter1_At_Division","Area_Daughter2_At_Division","Symmetry","DT_Used_To_Compute_Growth","karea","kmaj","kmin","theta","phi","aniso","kx","ky","Mean_Time_Division","Mean_Time_Birth","Cell_Cycle_Duration"
"Cell 379",6,559,560,824,825,122,143,220,"Cell 376","Cell 379",71,96,199.675,79.5826519027821,120.092348097218,0.797121842021106,21,0.0203976434448981,0.0158792494118958,0.00363586940942979,246.241951260144,-0.00441772118767053,0.771030146632371,0.00591972945390583,0.0135953893674198,132.5,83.5,49
"Cell 381",4,384,385,541,542,71,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA
"Cell 383",4,386,387,543,544,71,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA
"Cell 386",6,580,581,855,856,122,143,225,"Cell 383","Cell 386",71,96,154.6538,60.2680597279842,94.3857402720154,0.779393196002741,21,0.0268243530413769,0.0175949072541016,0.00543270056398872,42.6040075083069,-0.00332966465584362,0.691234487029063,0.0124076510403657,0.0106199567777246,132.5,83.5,49
"Cell 389",4,391,392,552,551,71,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA
"Cell 390",5,393,394,553,554,96,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA
"Cell 391",6,557,558,822,823,122,143,228,"Cell 389","Cell 391",71,96,257.8674,114.196090532438,143.671309467562,0.88569621854052,21,0.0193868210421696,0.0167835758694942,0.00177402700153217,228.730026038401,-0.00780904613770379,0.894299819339653,0.00878147780234251,0.0097761250686839,132.5,83.5,49
"Cell 396",4,399,400,564,565,71,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA
"Cell 398",4,401,402,562,563,71,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA
"Cell 404",5,417,418,592,593,96,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA
"Cell 407",4,408,409,577,576,71,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA
"Cell 420",4,423,424,603,604,71,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA
"Cell 421",4,425,426,605,606,71,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA
"Cell 432",4,433,434,627,626,71,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA
"Cell 452",4,453,454,665,666,71,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA
"Cell 457",5,459,460,676,677,96,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA
"Cell 461",4,462,463,680,681,71,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA
"Cell 464",4,473,474,714,715,71,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA
"Cell 465",5,489,490,717,718,96,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA
"Cell 466",4,475,476,712,713,71,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA
"Cell 467",4,477,478,710,711,71,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA
"Cell 468",4,479,480,708,709,71,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA
"Cell 469",4,481,482,707,706,71,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA
"Cell 470",4,483,484,705,704,71,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA
"Cell 471",4,485,486,703,702,71,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA
"Cell 472",4,487,488,701,700,71,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA
"Cell 524",5,525,526,759,760,96,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA
"Cell 529",6,530,531,770,771,122,143,346,NA,"Cell 529",NA,NA,190.0416,93.3095995032084,96.7320004967914,0.981991306147796,21,0.0328397341602462,0.0187255082679675,0.0140479183096263,-83.0198955091433,-0.000952198721424111,0.249797756696565,0.0140856064202523,0.0186878201573415,132.5,NA,NA
"Cell 582",6,584,585,861,862,122,143,391,NA,"Cell 582",NA,NA,121.3632,72.3224743124028,49.040725687597,0.808164677391451,21,0.0297364629701356,0.0186482213932645,0.0106696061639125,-29.9787366620788,0.00248575631162117,0.427848590012652,0.0164315847742584,0.0128862427829186,132.5,NA,NA
"Cell 593",6,595,596,883,882,122,143,400,NA,"Cell 593",NA,NA,192.6288,87.2990305763134,105.329769423686,0.906396453451546,21,0.0225781606480297,0.0164710921682223,0.00606102019983516,225.341524262528,-0.00577866049426308,0.632020746533816,0.0115364131011075,0.0109956992669499,132.5,NA,NA
