710.5	1025.4134
446.5	1025.4134
437.5	900.4134
425.5	840.4134
404.5	796.4134
378.5	747.4134
345.5	659.4134
329.5	577.4134
336.5	455.4134
354.5	365.4134
397.5	271.4134
440.5	204.4134
484.5	148.4134
526.5	124.4134
581.5	116.4134
636.5	123.4134
676.5	147.4134
712.5	189.4134
746.5	236.4134
784.5	291.4134
808.5	348.4134
822.5	403.4134
830.5	477.4134
824.5	564.4134
806.5	643.4134
788.5	699.4134
762.5	765.4134
737.5	825.4134
720.5	881.4134
