772.5	1173.9281
449.5	1174.9281
448.5	1090.9281
445.5	1002.9281
429.5	972.9281
398.5	901.9281
380.5	845.9281
358.5	776.9281
341.5	701.9281
330.5	616.9281
328.5	541.9281
345.5	440.9281
373.5	332.9281
417.5	242.9281
465.5	180.9281
510.5	124.9281
556.5	90.9281
621.5	82.9281
692.5	106.9281
754.5	160.9281
809.5	212.9281
841.5	270.9281
874.5	337.9281
902.5	441.9281
916.5	566.9281
912.5	686.9281
898.5	753.9281
878.5	820.9281
829.5	910.9281
801.5	964.9281
777.5	1008.9281
